time,HEADWATER,TAILWATER,GAGE_1
361.7236951941,-1413.7,-996.29,2878.2
361.7236951943,-1413.7,-996.29,2878.2
361.7236951944,-1413.7,-996.29,2878.2
361.7236951945,-1413.7,-996.29,2878.2
361.7236951947,-1413.7,-996.29,2878.2
361.7236951951,-1413.7,-996.29,2878.2
361.7236951953,-1413.7,-996.29,2878.2
361.7236951957,-1413.7,-996.29,2878.2
361.7236951965,-1413.7,-996.29,2878.2
361.7236951981,-1413.7,-996.29,2878.2
361.7236952013,-1413.7,-996.29,2878.2
361.7236952015,-1413.7,-996.29,2878.2
361.7236952017,-1413.7,-996.29,2878.2
361.7236952018,-1413.7,-996.29,2878.2
361.7236952020,-1413.7,-996.29,2878.2
361.7236952021,-1413.7,-996.29,2878.2
361.7236952023,-1413.7,-996.29,2878.2
361.7236952024,-1413.7,-996.29,2878.2
361.7236952026,-1413.7,-996.29,2878.2
361.7236952027,-1413.7,-996.29,2878.2
361.7236952028,-1413.7,-996.29,2878.2
361.7236952030,-1413.7,-996.29,2878.2
361.7236952034,-1413.7,-996.29,2878.2
361.7236952035,-1413.7,-996.29,2878.2
361.7236952038,-1413.7,-996.29,2878.2
361.7236952040,-1413.7,-996.29,2878.2
361.7236952042,-1413.7,-996.29,2878.2
361.7236952043,-1413.7,-996.29,2878.2
361.7236952044,-1413.7,-996.29,2878.2
361.7236952045,-1413.7,-996.29,2878.2
361.7236952047,-1413.7,-996.29,2878.2
361.7236952048,-1413.7,-996.29,2878.2
361.7236952049,-1413.7,-996.29,2878.2
361.7236952050,-1413.7,-996.29,2878.2
361.7236952052,-1413.7,-996.29,2878.2
361.7236952056,-1413.7,-996.29,2878.2
361.7236952064,-1413.7,-996.29,2878.2
361.7236952080,-1413.7,-996.29,2878.2
361.7236952112,-1413.7,-996.29,2878.2
361.7236952115,-1413.7,-996.29,2878.2
361.7236952116,-1413.7,-996.29,2878.2
361.7236952118,-1413.7,-996.29,2878.2
361.7236952119,-1413.7,-996.29,2878.2
361.7236952120,-1413.7,-996.29,2878.2
361.7236952121,-1413.7,-996.29,2878.2
361.7236952123,-1413.7,-996.29,2878.2
361.7236952124,-1413.7,-996.29,2878.2
361.7236952126,-1413.7,-996.29,2878.2
361.7236952127,-1413.7,-996.29,2878.2
361.7236952129,-1413.7,-996.29,2878.2
361.7236952130,-1413.7,-996.29,2878.2
361.7236952132,-1413.7,-996.29,2878.2
361.7236952136,-1413.7,-996.29,2878.2
361.7236952138,-1413.7,-996.29,2878.2
361.7236952139,-1413.7,-996.29,2878.2
361.7236952140,-1413.7,-996.29,2878.2
361.7236952142,-1413.7,-996.29,2878.2
361.7236952143,-1413.7,-996.29,2878.2
361.7236952144,-1413.7,-996.29,2878.2
361.7236952145,-1413.7,-996.29,2878.2
361.7236952147,-1413.7,-996.29,2878.2
361.7236952148,-1413.7,-996.29,2878.2
361.7236952149,-1413.7,-996.29,2878.2
361.7236952151,-1413.7,-996.29,2878.2
361.7236952155,-1413.7,-996.29,2878.2
361.7236952157,-1413.7,-996.29,2878.2
361.7236952161,-1413.7,-996.29,2878.2
361.7236952162,-1413.7,-996.29,2878.2
361.7236952163,-1413.7,-996.29,2878.2
361.7236952165,-1413.7,-996.29,2878.2
361.7236952166,-1413.7,-996.29,2878.2
361.7236952167,-1413.7,-996.29,2878.2
361.7236952169,-1413.7,-996.29,2878.2
361.7236952173,-1413.7,-996.29,2878.2
361.7236952175,-1413.7,-996.29,2878.2
361.7236952179,-1413.7,-996.29,2878.2
361.7236952187,-1413.7,-996.29,2878.2
361.7236952190,-1413.7,-996.29,2878.2
361.7236952197,-1413.7,-996.29,2878.2
361.7236952199,-1413.7,-996.29,2878.2
361.7236952200,-1413.7,-996.29,2878.2
361.7236952203,-1413.7,-996.29,2878.2
361.7236952207,-1413.7,-996.29,2878.2
361.7236952209,-1413.7,-996.29,2878.2
361.7236952210,-1413.7,-996.29,2878.2
361.7236952211,-1413.7,-996.29,2878.2
361.7236952212,-1413.7,-996.29,2878.2
361.7236952213,-1413.7,-996.29,2878.2
361.7236952215,-1413.7,-996.29,2878.2
361.7236952219,-1413.7,-996.29,2878.2
