time,TRGW_2_8_47,TRGW_2_8_29,TRGW_2_11_26,TRGW_2_29_5,TRGW_2_41_32,TRGW_2_47_50,TRGW_2_65_32,TRGW_2_68_47,TRGW_2_74_14,TRGW_2_80_20,TRGW_2_89_47,TRGW_2_101_23,TRGW_2_104_32,TRGW_0_8_47,TRGW_0_8_29,TRGW_0_11_26,TRGW_0_29_5,TRGW_0_41_32,TRGW_0_47_50,TRGW_0_65_32,TRGW_0_68_47,TRGW_0_74_14,TRGW_0_80_20,TRGW_0_89_47,TRGW_0_101_23,TRGW_0_104_32
1.000000000000,34.96970902,35.41915048,35.48136790,36.12516176,34.94069998,34.73024565,34.80012743,34.58150977,35.11107701,34.88766273,34.42793375,34.50472337,34.32476182,34.95301595,35.42910478,35.49161161,36.13513198,34.95025439,34.73959551,34.80964740,34.57225146,35.12129777,34.89725317,34.42145960,34.51405817,34.33416929
2.000000000000,34.92933604,35.37285575,35.43462377,36.07679938,34.89543920,34.68826508,34.75477165,34.54080419,35.06366494,34.84089683,34.38784356,34.46143066,34.28409207,34.91310557,35.38253240,35.44462601,36.08668028,34.90463150,34.69697797,34.76393830,34.53186041,35.07370264,34.85025620,34.38154359,34.47024042,34.29274790
3.000000000000,34.89423847,35.33004649,35.39108325,36.02995464,34.85449224,34.65167708,34.71363688,34.50545048,35.01891733,34.79748679,34.35384487,34.42402542,34.25048986,34.87879484,35.33950767,35.40089366,36.03981666,34.86339705,34.65999280,34.72252567,34.49712075,35.02881703,34.80665334,34.34798724,34.43240490,34.25859256
4.000000000000,34.86346137,35.29092955,35.35105475,35.98496816,34.81796097,34.61978978,34.67690696,34.47471604,34.97747878,34.75800902,34.32502743,34.39192982,34.22257581,34.84877567,35.30017110,35.36065860,35.99479626,34.82658485,34.62779689,34.68551737,34.46696213,34.98719568,34.76694453,34.31958124,34.39994531,34.23026905
5.000000000000,34.83626197,35.25524987,35.31436332,35.94188543,34.78548435,34.59190518,34.64429079,34.44795594,34.93946125,34.72243436,34.30049376,34.36426805,34.19909418,34.82226686,35.26428394,35.32376446,35.95166369,34.79384963,34.59966135,34.65263837,34.44070694,34.94897135,34.73112817,34.29541040,34.37199076,34.20648820
6.000000000000,34.81222915,35.22287466,35.28092936,35.90091869,34.75676956,34.56757609,34.61552947,34.42472783,34.90493573,34.69063579,34.27962798,34.34041553,34.17920081,34.79885614,35.23171911,35.29014011,35.91063154,34.76490873,34.57512939,34.62364307,34.41792251,34.91423537,34.69910297,34.27486680,34.34790985,34.18638235
7.000000000000,34.79111673,35.19372550,35.25071265,35.86232481,34.73164596,34.54654095,34.59046947,34.40477990,34.87397548,34.66258277,34.26201549,34.31999834,34.16246522,34.77829859,35.20239930,35.25974813,35.87195791,34.73958698,34.55392794,34.59837520,34.39835650,34.88306804,34.67083748,34.25753762,34.32731180,34.16948881
8.000000000000,34.77251427,35.16748113,35.22341399,35.82607135,34.70966808,34.52833143,34.56866077,34.38763271,34.84630621,34.63787786,34.24710031,34.30246424,34.14828653,34.76018898,35.17600117,35.23228886,35.83561235,34.71743900,34.53558204,34.57638678,34.38154002,34.85520300,34.64594269,34.24287123,34.30963514,34.15519544
9.000000000000,34.75635069,35.14414881,35.19906039,35.79243090,34.69075392,34.51284570,34.55001580,34.37316991,34.82196225,34.61648540,34.23470861,34.28767526,34.13651539,34.74446118,35.15253330,35.20779113,35.80187129,34.69838111,34.51998782,34.55758900,34.36736123,34.83067854,34.62438239,34.23069704,34.29473525,34.14334288
10.00000000000,34.74221464,35.12333430,35.17726836,35.76123083,34.67440875,34.49960377,34.53402298,34.36090199,34.80052031,34.59790223,34.22433975,34.27511605,34.12663410,34.73070973,35.13159917,35.18587002,35.77056394,34.68191719,34.50666076,34.54146981,34.35533929,34.80907457,34.60565662,34.22051827,34.28209174,34.13340741
11.00000000000,34.73018615,35.10516527,35.15817608,35.73279392,34.66068417,34.48864815,34.52072066,34.35086378,34.78208800,34.58219992,34.21601133,34.26482759,34.11869327,34.71901710,35.11332647,35.16666388,35.74201592,34.66809676,34.49564279,34.52806512,34.34551056,34.79049844,34.58983291,34.21235437,34.27174245,34.12543521
12.00000000000,34.71997821,35.08934815,35.14149797,35.70699140,34.64923564,34.47965022,34.50974675,34.34272353,34.76634283,34.56903624,34.20938762,34.25646866,34.11237162,34.70909960,35.09742037,35.14988620,35.71610039,34.65657161,34.48660018,34.51700983,34.33754613,34.77462720,34.57656689,34.20587075,34.26334140,34.11909943
13.00000000000,34.71147219,35.07577723,35.12712765,35.68381710,34.63989336,34.47245424,34.50091907,34.33632002,34.75312604,34.55823367,34.20430630,34.24987706,34.10753156,34.70084120,35.08377163,35.13542777,35.69281301,34.64716926,34.47937427,34.50811837,34.33128752,34.76130041,34.56567916,34.20090701,34.25672311,34.11425854
14.00000000000,34.70460194,35.06438771,35.11500722,35.66332212,34.63254503,34.46695722,34.49411520,34.33154384,34.74233890,34.54965913,34.20068219,34.24495571,34.10406640,34.69418089,35.07231869,35.12323338,35.67220788,34.63977940,34.47386462,34.50127027,34.32663139,34.75042160,34.55704003,34.19738101,34.25179188,34.11081021
15.00000000000,34.69916306,35.05494925,35.10490694,35.64535783,34.62693376,34.46292379,34.48906535,34.32816571,34.73371762,34.54305212,34.19828423,34.24146194,34.10177247,34.68891547,35.06282809,35.11307067,35.65413629,34.63414010,34.46982984,34.49619086,34.32334751,34.74172356,34.55038241,34.19506221,34.24830011,34.10854182
16.00000000000,34.69517259,35.04749457,35.09685982,35.63000484,34.62304904,34.46034631,34.48574799,34.32617079,34.72724558,34.53839098,34.19710785,34.23939479,34.10065644,34.68506448,35.05533170,35.10497190,35.63868101,34.63024114,34.46726408,34.49285875,34.32142493,34.73518998,34.54568558,34.19394873,34.24624752,34.10746309
17.00000000000,34.69250686,35.04187663,35.09072061,35.61717434,34.62073022,34.45908221,34.48399484,34.32541493,34.72275134,34.53549520,34.19702321,34.23860667,34.10058324,34.68250638,35.04968365,35.09879284,35.62575405,34.62792081,34.46602252,34.49110428,34.32072045,34.73064902,34.54276865,34.19391049,34.24548517,34.10743742
18.00000000000,34.69118555,35.03811568,35.08650966,35.60691223,34.61999693,34.45914958,34.48382014,34.32592087,34.72023834,34.53439105,34.19804245,34.23911995,34.10159763,34.68126089,35.04590242,35.09455225,35.61540228,34.62719553,34.46612176,34.49093831,34.32125471,34.72810106,34.54165256,34.19496011,34.24603316,34.10850640
19.00000000000,34.69098231,35.03596522,35.08397877,35.59898914,34.62056103,34.46028298,34.48492723,34.32741846,34.71941337,34.53475455,34.19992759,34.24066692,34.10342589,34.68110552,35.04374094,35.09200151,35.60739682,34.62778007,34.46729716,34.49206729,34.32276507,34.72725504,34.54201965,34.19686226,34.24762520,34.11040008
20.00000000000,34.69189213,35.03540019,35.08310185,35.59338743,34.62241354,34.46248176,34.48730559,34.32991886,34.72024703,34.53658513,34.20268434,34.24324983,34.10610435,34.68203585,35.04317388,35.09111414,35.60172073,34.62966046,34.46954434,34.49447514,34.32525817,34.72807776,34.54386089,34.19962112,34.25025935,34.11314732
21.00000000000,34.69382253,35.03631335,35.08376947,35.59000204,34.62542706,34.46563297,34.49082088,34.33330097,34.72259486,34.53972673,34.20620555,34.24675098,34.10951491,34.68396143,35.04409309,35.09177991,35.59826865,34.63271117,34.47275170,34.49802983,34.32861839,34.73042637,34.54702494,34.20313307,34.25381985,34.11663473
22.00000000000,34.69673954,35.03865567,35.08593146,35.58877921,34.62955421,34.46969819,34.49542265,34.33753232,34.72639282,34.54412721,34.21046467,34.25113457,34.11363817,34.68684932,35.04644936,35.09394852,35.59698734,34.63688303,34.47687956,34.50267881,34.33281191,34.73423501,34.55145609,34.20737062,34.25826909,34.12083978
23.00000000000,34.70066571,35.04244504,35.08960453,35.58972985,34.63482038,34.47470178,34.50113198,34.34263419,34.73165130,34.54981023,34.21548116,34.25642908,34.11851343,34.69072218,35.05026049,35.09763641,35.59788782,34.64220060,34.48195233,34.50844240,34.33786006,34.73951308,34.55717674,34.21235401,34.26363544,34.12580203
24.00000000000,34.70527827,35.04730995,35.09441242,35.59245946,34.64085318,34.48030596,34.50757749,34.34828185,34.73797322,34.55637696,34.22094884,34.26228511,34.12380446,34.69526037,35.05515301,35.10246571,35.60057513,34.64829030,34.48762809,34.51494763,34.34344023,34.74586299,34.56378894,34.21777670,34.26956675,34.13118230
25.00000000000,34.71093766,35.05363974,35.10074596,35.59735297,34.64804947,34.48688768,34.51515304,34.35483879,34.74575200,34.56423091,34.22722958,34.26909678,34.12990390,34.70082439,35.06151934,35.10882981,35.60543580,34.65555131,34.49429056,34.52259101,34.34991671,34.75367911,34.57169598,34.22400340,34.27646143,34.13737886
26.00000000000,34.71733755,35.06109504,35.10826374,35.60405512,34.65606065,34.49411834,34.52350902,34.36198246,34.75462486,34.57299443,34.23401502,34.27652363,34.13647200,34.70710825,35.06901778,35.11638525,35.61211314,34.66363439,34.50160720,34.53102198,34.35696799,34.76259803,34.58052200,34.23072482,34.28397726,34.14405034
