   4.275783E-01    4.085167E-01    3.901895E-01    3.733041E-01    3.586901E-01    3.472072E-01    3.395792E-01    3.361801E-01    3.368574E-01    3.408928E-01    3.471377E-01    3.542593E-01    3.609850E-01    3.662755E-01    3.694136E-01    3.700364E-01    3.681397E-01    3.640706E-01    3.585075E-01    3.524095E-01    3.469046E-01    3.430959E-01    3.418070E-01    3.425732E-01    3.466480E-01    3.524462E-01    3.588791E-01    3.648329E-01    3.693616E-01    3.717968E-01    3.717966E-01    3.693610E-01    3.648321E-01    3.588779E-01    3.524447E-01    3.466461E-01    3.425709E-01    3.410277E-01    3.430947E-01    3.469026E-01    3.524067E-01    3.585038E-01    3.640661E-01    3.681345E-01    3.700305E-01    3.694071E-01    3.662685E-01    3.609775E-01    3.542510E-01    3.471285E-01    3.408821E-01    3.368448E-01    3.361647E-01    3.395601E-01    3.471836E-01    3.586611E-01    3.732690E-01    3.901476E-01    4.084675E-01    4.275215E-01
   4.085686E-01    3.867358E-01    3.653788E-01    3.453475E-01    3.277338E-01    3.137846E-01    3.046689E-01    3.011063E-01    3.030073E-01    3.093673E-01    3.185162E-01    3.285640E-01    3.377916E-01    3.448676E-01    3.489169E-01    3.495160E-01    3.466739E-01    3.408268E-01    3.328413E-01    3.239981E-01    3.158925E-01    3.101808E-01    3.081615E-01    3.096697E-01    3.155499E-01    3.238534E-01    3.329409E-01    3.412343E-01    3.474704E-01    3.507990E-01    3.507988E-01    3.474699E-01    3.412335E-01    3.329398E-01    3.238520E-01    3.155482E-01    3.096676E-01    3.074924E-01    3.101793E-01    3.158901E-01    3.239947E-01    3.328370E-01    3.408215E-01    3.466679E-01    3.495093E-01    3.489098E-01    3.448602E-01    3.377839E-01    3.285559E-01    3.185075E-01    3.093573E-01    3.029954E-01    3.010915E-01    3.046502E-01    3.137608E-01    3.277038E-01    3.453104E-01    3.653338E-01    3.866824E-01    4.085064E-01
   3.902950E-01    3.654321E-01    3.405958E-01    3.167404E-01    2.952411E-01    2.778746E-01    2.665430E-01    2.626332E-01    2.662434E-01    2.758933E-01    2.890428E-01    3.029681E-01    3.153838E-01    3.246585E-01    3.297902E-01    3.303191E-01    3.262670E-01    3.181335E-01    3.069470E-01    2.943321E-01    2.824955E-01    2.739504E-01    2.708296E-01    2.734370E-01    2.820366E-01    2.939577E-01    3.067054E-01    3.180922E-01    3.265138E-01    3.309633E-01    3.309631E-01    3.265132E-01    3.180913E-01    3.067043E-01    2.939564E-01    2.820351E-01    2.734352E-01    2.702720E-01    2.739487E-01    2.824928E-01    2.943281E-01    3.069418E-01    3.181272E-01    3.262598E-01    3.303114E-01    3.297823E-01    3.246505E-01    3.153759E-01    3.029601E-01    2.890345E-01    2.758842E-01    2.662326E-01    2.626195E-01    2.665250E-01    2.778508E-01    2.952102E-01    3.167012E-01    3.405475E-01    3.653739E-01    3.902268E-01
   3.734647E-01    3.454552E-01    3.167945E-01    2.884301E-01    2.619494E-01    2.397672E-01    2.249705E-01    2.202973E-01    2.263560E-01    2.407691E-01    2.594281E-01    2.783701E-01    2.946831E-01    3.065274E-01    3.128764E-01    3.132897E-01    3.077974E-01    2.969000E-01    2.816828E-01    2.640320E-01    2.468585E-01    2.339914E-01    2.291368E-01    2.334653E-01    2.462609E-01    2.633918E-01    2.810478E-01    2.963379E-01    3.073973E-01    3.131641E-01    3.131638E-01    3.073966E-01    2.963368E-01    2.810465E-01    2.633905E-01    2.462596E-01    2.334638E-01    2.286913E-01    2.339895E-01    2.468552E-01    2.640272E-01    2.816765E-01    2.968923E-01    3.077887E-01    3.132805E-01    3.128671E-01    3.065184E-01    2.946747E-01    2.783622E-01    2.594205E-01    2.407612E-01    2.263467E-01    2.202852E-01    2.249537E-01    2.397437E-01    2.619175E-01    2.883884E-01    3.167420E-01    3.453915E-01    3.733894E-01
   3.589072E-01    3.278969E-01    2.953496E-01    2.620034E-01    2.293900E-01    2.004291E-01    1.799432E-01    1.735527E-01    1.833355E-01    2.048943E-01    2.310533E-01    2.561706E-01    2.769090E-01    2.915080E-01    2.991074E-01    2.993709E-01    2.923297E-01    2.783860E-01    2.584765E-01    2.344546E-01    2.097581E-01    1.900625E-01    1.822662E-01    1.895183E-01    2.090093E-01    2.335281E-01    2.574185E-01    2.772622E-01    2.912263E-01    2.983964E-01    2.983960E-01    2.912252E-01    2.772607E-01    2.574168E-01    2.335266E-01    2.090080E-01    1.895171E-01    1.819331E-01    1.900604E-01    2.097542E-01    2.344486E-01    2.584684E-01    2.783763E-01    2.923189E-01    2.993597E-01    2.990964E-01    2.914976E-01    2.768997E-01    2.561625E-01    2.310463E-01    2.048877E-01    1.833283E-01    1.735427E-01    1.799279E-01    2.004058E-01    2.293567E-01    2.619585E-01    2.952922E-01    3.278263E-01    3.588234E-01
   3.474822E-01    3.140040E-01    2.780379E-01    2.398748E-01    2.004821E-01    1.624764E-01    1.322888E-01    1.217620E-01    1.379602E-01    1.706642E-01    2.064856E-01    2.384109E-01    2.635349E-01    2.806820E-01    2.893840E-01    2.894863E-01    2.810146E-01    2.641780E-01    2.395136E-01    2.082978E-01    1.736066E-01    1.427345E-01    1.292434E-01    1.421710E-01    1.727038E-01    2.070814E-01    2.380289E-01    2.624888E-01    2.792027E-01    2.876531E-01    2.876525E-01    2.792010E-01    2.624863E-01    2.380263E-01    2.070790E-01    1.727022E-01    1.421700E-01    1.290222E-01    1.427322E-01    1.736017E-01    2.082899E-01    2.395030E-01    2.641655E-01    2.810009E-01    2.894723E-01    2.893704E-01    2.806696E-01    2.635241E-01    2.384020E-01    2.064787E-01    1.706589E-01    1.379553E-01    1.217547E-01    1.322753E-01    1.624530E-01    2.004464E-01    2.398254E-01    2.779739E-01    3.139250E-01    3.473882E-01
   3.399134E-01    3.049453E-01    2.667613E-01    2.251313E-01    1.800478E-01    1.323396E-01    8.649608E-02    6.419010E-02    9.451809E-02    1.439746E-01    1.899264E-01    2.276265E-01    2.560402E-01    2.749597E-01    2.843836E-01    2.843453E-01    2.748622E-01    2.559380E-01    2.276155E-01    1.901602E-01    1.447187E-01    9.637028E-02    6.892593E-02    9.578873E-02    1.436662E-01    1.886656E-01    2.257260E-01    2.537173E-01    2.723907E-01    2.817200E-01    2.817190E-01    2.723878E-01    2.537131E-01    2.257213E-01    1.886614E-01    1.436634E-01    9.578754E-02    6.881590E-02    9.636730E-02    1.447116E-01    1.901491E-01    2.276012E-01    2.559215E-01    2.748446E-01    2.843276E-01    2.843668E-01    2.749444E-01    2.560270E-01    2.276159E-01    1.899185E-01    1.439696E-01    9.451517E-02    6.418613E-02    8.648400E-02    1.323147E-01    1.800080E-01    2.250753E-01    2.666886E-01    3.048557E-01    3.398071E-01
   3.365750E-01    3.014405E-01    2.629067E-01    2.205107E-01    1.737076E-01    1.218612E-01    6.423728E-02    0.000000E+00    7.384667E-02    1.356963E-01    1.862228E-01    2.259753E-01    2.553838E-01    2.747670E-01    2.843381E-01    2.842106E-01    2.743999E-01    2.548229E-01    2.252943E-01    1.855202E-01    1.350906E-01    7.347188E-02    0.000000E+00    7.286421E-02    1.338947E-01    1.837710E-01    2.230431E-01    2.521374E-01    2.713649E-01    2.809279E-01    2.809262E-01    2.713601E-01    2.521303E-01    2.230348E-01    1.837631E-01    1.338885E-01    7.286087E-02    0.000000E+00    7.346586E-02    1.350790E-01    1.855038E-01    2.252746E-01    2.548011E-01    2.743773E-01    2.841884E-01    2.843171E-01    2.747479E-01    2.553672E-01    2.259615E-01    1.862122E-01    1.356891E-01    7.384308E-02    0.000000E+00    6.422337E-02    1.218314E-01    1.736604E-01    2.204453E-01    2.628226E-01    3.013377E-01    3.364538E-01
   3.373144E-01    3.034002E-01    2.665722E-01    2.266215E-01    1.835397E-01    1.381061E-01    9.460986E-02    7.388984E-02    1.038944E-01    1.522146E-01    1.970199E-01    2.337441E-01    2.613941E-01    2.797691E-01    2.888667E-01    2.887205E-01    2.793543E-01    2.607828E-01    2.330618E-01    1.964615E-01    1.521032E-01    1.049258E-01    7.809949E-02    1.042675E-01    1.507710E-01    1.944900E-01    2.305069E-01    2.577208E-01    2.758824E-01    2.849578E-01    2.849551E-01    2.758748E-01    2.577093E-01    2.304929E-01    1.944754E-01    1.507577E-01    1.042564E-01    7.810905E-02    1.049102E-01    1.520827E-01    1.964369E-01    2.330345E-01    2.607543E-01    2.793258E-01    2.886930E-01    2.888410E-01    2.797456E-01    2.613730E-01    2.337256E-01    1.970041E-01    1.522014E-01    1.038830E-01    7.387635E-02    9.458571E-02    1.380658E-01    1.834809E-01    2.265430E-01    2.664735E-01    3.032812E-01    3.371755E-01
   3.414133E-01    3.098199E-01    2.762778E-01    2.410865E-01    2.051467E-01    1.708551E-01    1.441087E-01    1.357795E-01    1.522532E-01    1.838921E-01    2.182053E-01    2.486669E-01    2.725712E-01    2.888169E-01    2.969622E-01    2.968666E-01    2.885706E-01    2.722994E-01    2.485951E-01    2.186986E-01    1.855439E-01    1.560442E-01    1.430400E-01    1.553306E-01    1.840907E-01    2.165432E-01    2.458011E-01    2.689565E-01    2.847966E-01    2.928099E-01    2.928060E-01    2.847853E-01    2.689389E-01    2.457789E-01    2.165186E-01    1.840656E-01    1.553061E-01    1.430510E-01    1.560132E-01    1.855102E-01    2.186628E-01    2.485584E-01    2.722631E-01    2.885357E-01    2.968339E-01    2.969318E-01    2.887888E-01    2.725452E-01    2.486426E-01    2.181823E-01    1.838695E-01    1.522292E-01    1.357503E-01    1.440686E-01    1.707993E-01    2.050719E-01    2.409911E-01    2.761609E-01    3.096815E-01    3.412537E-01
