iteration,total_runs,obs_realization,par_realization,hds_usecol:trgw_0_101_23,hds_usecol:trgw_0_104_32,hds_usecol:trgw_0_11_26,hds_usecol:trgw_0_29_5,hds_usecol:trgw_0_41_32,hds_usecol:trgw_0_47_50,hds_usecol:trgw_0_65_32,hds_usecol:trgw_0_68_47,hds_usecol:trgw_0_74_14,hds_usecol:trgw_0_80_20,hds_usecol:trgw_0_89_47,hds_usecol:trgw_0_8_29,hds_usecol:trgw_0_8_47,hds_usecol:trgw_2_101_23,hds_usecol:trgw_2_104_32,hds_usecol:trgw_2_11_26,hds_usecol:trgw_2_29_5,hds_usecol:trgw_2_41_32,hds_usecol:trgw_2_47_50,hds_usecol:trgw_2_65_32,hds_usecol:trgw_2_68_47,hds_usecol:trgw_2_74_14,hds_usecol:trgw_2_80_20,hds_usecol:trgw_2_89_47,hds_usecol:trgw_2_8_29,hds_usecol:trgw_2_8_47,sfr_usecol:gage_1,sfr_usecol:headwater,sfr_usecol:tailwater
0,1,base,base,3.9144e-08,3.21093e-08,3.66055e-08,8.38596e-08,2.84384e-08,2.38029e-08,4.72569e-08,3.42807e-08,5.5434e-08,5.55442e-08,3.59592e-08,3.67212e-08,1.78295e-08,3.9818e-08,3.28011e-08,3.69586e-08,8.41508e-08,2.85712e-08,2.40064e-08,4.7982e-08,3.67185e-08,5.57558e-08,5.61552e-08,3.85672e-08,3.72968e-08,1.93069e-08,0.742259,0.323817,0.411536
