pargpnme,inctyp,derinc,derinclb,forcen,derincmul,dermthd,splitthresh,splitreldiff,splitaction
wel_172,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_27,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_599,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_171,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_490,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_399,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_192,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_66,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_381,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_317,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_306,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_180,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_189,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_602,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_78,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_73,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_72,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_610,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_87,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_679,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_310,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_513,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_123,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_343,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_571,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_528,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_714,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_241,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_3,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_478,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_594,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_648,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_393,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_76,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_620,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_62,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_558,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_388,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_374,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_267,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_600,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_262,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_244,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_364,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_636,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_640,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_715,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_165,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_593,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_69,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_25,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_143,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_134,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_633,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_307,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_728,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_155,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_147,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_315,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_276,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_420,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_337,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_280,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_14,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_121,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_464,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_439,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_156,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_166,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_476,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_480,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_330,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_8,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_222,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_709,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_275,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_2,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_151,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_532,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_628,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_252,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_574,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_561,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_482,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_286,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_387,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_154,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_531,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_576,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_237,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_187,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_647,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_415,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_220,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_445,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_79,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_662,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_53,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_465,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_595,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_9,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_340,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_101,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_1,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_460,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_331,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_483,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_550,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_333,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_115,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_484,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_20,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_637,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_529,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_329,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_497,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_268,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_501,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_285,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_481,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_269,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_663,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_645,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_12,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_563,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_554,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_199,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_272,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_382,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_59,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_65,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_261,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_455,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_661,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_351,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_55,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_95,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_245,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_556,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_130,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_534,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_323,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_258,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_116,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_418,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_98,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_149,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_45,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_419,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_230,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_448,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_468,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_185,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_200,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_112,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_163,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_191,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_712,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_524,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_51,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_109,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_588,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_81,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_288,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_557,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_615,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_494,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_212,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_433,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_183,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_35,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_90,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_50,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_335,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_133,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_247,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_28,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_555,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_391,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_635,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_722,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_488,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_226,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_383,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_469,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_152,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_408,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_701,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_533,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_96,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_631,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_584,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_289,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_263,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_164,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_570,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_537,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_125,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_492,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_514,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_688,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_545,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_349,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_404,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_137,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_603,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_608,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_624,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_590,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_678,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_700,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_254,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_290,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_278,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_438,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_426,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_126,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_318,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_618,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_239,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_240,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_632,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_470,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_477,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_573,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_145,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_37,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_583,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_74,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_442,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_447,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_34,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_21,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_293,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_368,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_683,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_412,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_132,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_626,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_616,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_338,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_582,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_507,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_119,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_548,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_568,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_19,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_641,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_680,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_270,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_619,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_284,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_525,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_352,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_141,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_398,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_103,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_209,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_446,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_190,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_434,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_159,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_436,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_360,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_15,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_502,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_527,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_297,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_118,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_296,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_649,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_71,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_653,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_161,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_613,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_216,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_202,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_625,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_104,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_456,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_195,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_540,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_10,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_577,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_666,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_429,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_458,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_499,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_228,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_400,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_614,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_0,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_437,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_110,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_366,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_385,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_487,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_128,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_651,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_146,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_389,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_585,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_266,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_646,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_341,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_57,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_503,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_229,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_173,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_546,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_658,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_689,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_11,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_242,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_175,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_539,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_106,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_638,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_255,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_320,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_580,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_509,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_697,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_505,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_629,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_479,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_227,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_623,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_46,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_176,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_197,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_58,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_425,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_485,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_361,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_82,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_24,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_452,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_451,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
wel_727,relative,0.01,0.0,switch,2.0,parabolic,1e-05,0.5,smaller
