 pp_0000  625.0000500000001 9375.00075 1.0  1.000000000000000000000000000000000000000000000000 
 pp_0001  1875.0001499999992 9375.00075 1.0  1.0000000000000000000000000000000000000000000000000 
 pp_0002  3125.000250000001 9375.00075 1.0  1.0000000000000000000000000000000000000000000000000 
 pp_0003  4375.000350000003 9375.00075 1.0  1.0000000000000000000000000000000000000000000000000 
 pp_0004  625.0000500000001 8125.000650000001 1.0  1.0000000000000000000000000000000000000000000000000 
 pp_0005  1875.0001499999992 8125.000650000001 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0006  3125.000250000001 8125.000650000001 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0007  4375.000350000003 8125.000650000001 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0008  625.0000500000001 6875.000549999999 1.0  1.0000000000000000000000000000000000000000000000000 
 pp_0009  3125.000250000001 6875.000549999999 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0010  4375.000350000003 6875.000549999999 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0011  625.0000500000001 5625.000449999997 1.0  1.0000000000000000000000000000000000000000000000000 
 pp_0012  3125.000250000001 5625.000449999997 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0013  4375.000350000003 5625.000449999997 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0014  625.0000500000001 4375.000349999995 1.0  1.0000000000000000000000000000000000000000000000000 
 pp_0015  1875.0001499999992 4375.000349999995 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0016  3125.000250000001 4375.000349999995 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0017  4375.000350000003 4375.000349999995 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0018  625.0000500000001 3125.000249999993 1.0  1.0000000000000000000000000000000000000000000000000 
 pp_0019  1875.0001499999992 3125.000249999993 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0020  3125.000250000001 3125.000249999993 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0021  4375.000350000003 3125.000249999993 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0022  625.0000500000001 1875.0001499999908 1.0  1.0000000000000000000000000000000000000000000000000 
 pp_0023  1875.0001499999992 1875.0001499999908 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0024  3125.000250000001 1875.0001499999908 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0025  4375.000350000003 1875.0001499999908 1.0  1.00000000000000000000000000000000000000000000000000 
 pp_0026  1875.0001499999992 625.0000500000024 1.0  1.000000000000000000000000000000000000000000000000000 
 pp_0027  3125.000250000001 625.0000500000024 1.0  1.000000000000000000000000000000000000000000000000000 
 pp_0028  4375.000350000003 625.0000500000024 1.0  1.000000000000000000000000000000000000000000000000000 
