   3.867358E-01    3.277337E-01    3.011062E-01    3.185162E-01    3.448676E-01    3.466739E-01    3.239980E-01    3.081615E-01    3.238534E-01    3.474704E-01    3.474698E-01    3.238520E-01    3.074924E-01    3.239947E-01    3.466678E-01    3.448601E-01    3.185074E-01    3.010915E-01    3.277038E-01    3.866824E-01
   3.278969E-01    2.293900E-01    1.735526E-01    2.310533E-01    2.915079E-01    2.923296E-01    2.344546E-01    1.822662E-01    2.335281E-01    2.912262E-01    2.912252E-01    2.335266E-01    1.819330E-01    2.344486E-01    2.923189E-01    2.914976E-01    2.310462E-01    1.735427E-01    2.293566E-01    3.278263E-01
   3.014405E-01    1.737076E-01    0.000000E+00    1.862228E-01    2.747669E-01    2.743999E-01    1.855202E-01    0.000000E+00    1.837710E-01    2.713648E-01    2.713601E-01    1.837631E-01    0.000000E+00    1.855038E-01    2.743773E-01    2.747479E-01    1.862122E-01    0.000000E+00    1.736604E-01    3.013377E-01
   3.190293E-01    2.313527E-01    1.863419E-01    2.432529E-01    3.001853E-01    3.002593E-01    2.451871E-01    1.957481E-01    2.428879E-01    2.963038E-01    2.962878E-01    2.428500E-01    1.957534E-01    2.451381E-01    3.002189E-01    3.001537E-01    2.432221E-01    1.862960E-01    2.312586E-01    3.188686E-01
   3.455658E-01    2.919349E-01    2.749577E-01    3.002177E-01    3.302310E-01    3.313195E-01    3.054803E-01    2.872141E-01    3.029243E-01    3.271943E-01    3.271634E-01    3.028378E-01    2.871741E-01    3.054006E-01    3.312869E-01    3.302124E-01    3.001778E-01    2.748696E-01    2.917760E-01    3.453255E-01
   3.475564E-01    2.928514E-01    2.745886E-01    3.002063E-01    3.311860E-01    3.323053E-01    3.055133E-01    2.865058E-01    3.027605E-01    3.278648E-01    3.278398E-01    3.026569E-01    2.864218E-01    3.054742E-01    3.323592E-01    3.312400E-01    3.002086E-01    2.744951E-01    2.926415E-01    3.472340E-01
   3.250520E-01    2.350244E-01    1.856322E-01    2.449895E-01    3.052192E-01    3.052982E-01    2.470165E-01    1.944286E-01    2.440404E-01    3.001829E-01    3.001923E-01    2.440276E-01    1.943615E-01    2.471123E-01    3.053601E-01    3.052465E-01    2.450416E-01    1.855800E-01    2.348032E-01    3.246704E-01
   3.093643E-01    1.828146E-01    0.000000E+00    1.957091E-01    2.878156E-01    2.875437E-01    1.949256E-01    0.000000E+00    1.918163E-01    2.819669E-01    2.815177E-01    1.912689E-01    0.000000E+00    1.941563E-01    2.860726E-01    2.867890E-01    1.954800E-01    0.000000E+00    1.826573E-01    3.089696E-01
   3.258911E-01    2.344080E-01    1.840437E-01    2.442933E-01   -1.000000E+30   -1.000000E+30   -1.000000E+30    2.013320E-01    2.515632E-01    3.060604E-01    3.021498E-01    2.424592E-01    1.911105E-01    2.436564E-01    3.021250E-01    3.022839E-01    2.424857E-01    1.838561E-01    2.343488E-01    3.255077E-01
   3.497894E-01    2.922424E-01    2.723343E-01    3.010009E-01   -1.000000E+30   -1.000000E+30   -1.000000E+30   -1.000000E+30    3.399077E-01    3.519392E-01    3.374674E-01    3.019925E-01    2.812022E-01    2.996260E-01    3.270580E-01    3.263654E-01    2.957868E-01    2.714715E-01    2.921763E-01    3.493600E-01
   3.502470E-01    2.924156E-01    2.726949E-01    3.047111E-01   -1.000000E+30   -1.000000E+30   -1.000000E+30   -1.000000E+30    4.022443E-01    3.871528E-01    3.519930E-01    3.058074E-01    2.815457E-01    2.993996E-01    3.266995E-01    3.259812E-01    2.955360E-01    2.714336E-01    2.923117E-01    3.496456E-01
   3.272390E-01    2.349909E-01    1.844375E-01    2.529744E-01   -1.000000E+30   -1.000000E+30   -1.000000E+30   -1.000000E+30    4.386701E-01    4.042710E-01    3.408279E-01    2.513607E-01    1.914404E-01    2.429500E-01    3.009053E-01    3.009661E-01    2.416402E-01    1.837714E-01    2.347460E-01    3.263491E-01
   3.107675E-01    1.832460E-01    0.000000E+00    2.057443E-01   -1.000000E+30   -1.000000E+30   -1.000000E+30   -1.000000E+30    4.597931E-01    4.146859E-01    3.327180E-01    2.013433E-01    0.000000E+00    1.923841E-01    2.834038E-01    2.840569E-01    1.936125E-01    0.000000E+00    1.831083E-01    3.103301E-01
   3.291639E-01    2.345155E-01    1.847668E-01    2.569774E-01   -1.000000E+30   -1.000000E+30   -1.000000E+30   -1.000000E+30    4.738102E-01    4.283821E-01    3.532570E-01    2.555972E-01    1.920335E-01    2.426427E-01    3.005480E-01    3.006734E-01    2.414198E-01    1.835821E-01    2.344763E-01    3.283845E-01
   3.525396E-01    2.920544E-01    2.740608E-01    3.135784E-01   -1.000000E+30   -1.000000E+30   -1.000000E+30   -1.000000E+30    4.811090E-01    4.403122E-01    3.787398E-01    3.155460E-01    2.833523E-01    2.990428E-01    3.260286E-01    3.253665E-01    2.950694E-01    2.711291E-01    2.921081E-01    3.520354E-01
   3.523724E-01    2.935951E-01    2.740608E-01    3.135784E-01   -1.000000E+30   -1.000000E+30   -1.000000E+30   -1.000000E+30    4.811090E-01    4.403122E-01    3.787398E-01    3.155460E-01    2.833523E-01    2.990428E-01    3.260286E-01    3.253665E-01    2.950694E-01    2.717654E-01    2.936383E-01    3.521283E-01
   3.287258E-01    2.356019E-01    1.852118E-01    2.572749E-01   -1.000000E+30   -1.000000E+30   -1.000000E+30   -1.000000E+30    4.738102E-01    4.283821E-01    3.532570E-01    2.555972E-01    1.920335E-01    2.426427E-01    3.005480E-01    3.006734E-01    2.413386E-01    1.838927E-01    2.355637E-01    3.279794E-01
   3.128081E-01    1.842491E-01    0.000000E+00    2.057216E-01   -1.000000E+30   -1.000000E+30   -1.000000E+30   -1.000000E+30    4.600761E-01    4.149464E-01    3.331489E-01    2.015663E-01    0.000000E+00    1.924353E-01    2.830898E-01    2.837138E-01    1.933718E-01    0.000000E+00    1.838379E-01    3.118151E-01
   3.288211E-01    2.357745E-01    1.845861E-01    2.528364E-01   -1.000000E+30   -1.000000E+30   -1.000000E+30   -1.000000E+30    4.395435E-01    4.049497E-01    3.412494E-01    2.515069E-01    1.913417E-01    2.426929E-01    3.005919E-01    3.004500E-01    2.413299E-01    1.838846E-01    2.355583E-01    3.279758E-01
   3.526288E-01    2.936806E-01    2.724427E-01    3.045758E-01   -1.000000E+30   -1.000000E+30   -1.000000E+30   -1.000000E+30    4.028933E-01    3.873573E-01    3.520322E-01    3.058729E-01    2.812964E-01    2.989329E-01    3.260779E-01    3.253442E-01    2.950292E-01    2.717267E-01    2.936177E-01    3.544333E-01
   3.523201E-01    2.920772E-01    2.720182E-01    3.004734E-01   -1.000000E+30   -1.000000E+30   -1.000000E+30   -1.000000E+30    3.399606E-01    3.521054E-01    3.373932E-01    3.017543E-01    2.808268E-01    2.989347E-01    3.260392E-01    3.253036E-01    2.950100E-01    2.718148E-01    2.936260E-01    3.544297E-01
   3.274735E-01    2.351651E-01    1.840575E-01    2.433682E-01   -1.000000E+30   -1.000000E+30    2.540015E-01    2.012497E-01    2.512462E-01    3.051398E-01    3.011174E-01    2.418425E-01    1.907509E-01    2.426574E-01    3.004530E-01    3.004547E-01    2.415960E-01    1.839391E-01    2.353246E-01    3.274419E-01
   3.112239E-01    1.834892E-01    0.000000E+00    1.938535E-01    2.850961E-01   -1.000000E+30    1.932894E-01    0.000000E+00    1.902038E-01    2.795336E-01    2.789193E-01    1.895214E-01    0.000000E+00    1.923656E-01    2.832836E-01    2.839231E-01    1.935309E-01    0.000000E+00    1.835619E-01    3.112527E-01
   3.272226E-01    2.351593E-01    1.837886E-01    2.414191E-01    3.006506E-01    3.007760E-01    2.429201E-01    1.907025E-01    2.398060E-01    2.954622E-01    2.954646E-01    2.397732E-01    1.906012E-01    2.430385E-01    3.008853E-01    3.006215E-01    2.413978E-01    1.838015E-01    2.352385E-01    3.273872E-01
   3.504552E-01    2.929375E-01    2.715517E-01    2.952640E-01    3.255096E-01    3.265109E-01    2.993384E-01    2.800714E-01    2.963008E-01    3.215549E-01    3.215222E-01    2.962318E-01    2.798988E-01    2.991932E-01    3.263659E-01    3.255083E-01    2.950359E-01    2.715280E-01    2.931031E-01    3.505900E-01
   3.503998E-01    2.927135E-01    2.715436E-01    2.954289E-01    3.259040E-01    3.266899E-01    2.993985E-01    2.800131E-01    2.962933E-01    3.216157E-01    3.217382E-01    2.962844E-01    2.798725E-01    2.991094E-01    3.262673E-01    3.254284E-01    2.949934E-01    2.708257E-01    2.914165E-01    3.502709E-01
   3.263730E-01    2.347598E-01    1.835423E-01    2.419347E-01    3.014218E-01    3.013025E-01    2.432252E-01    1.906532E-01    2.399148E-01    2.955935E-01    2.957002E-01    2.399431E-01    1.905537E-01    2.428067E-01    3.005963E-01    3.006452E-01    2.413718E-01    1.833764E-01    2.338439E-01    3.266307E-01
   3.076503E-01    1.818088E-01    0.000000E+00    1.944607E-01    2.851587E-01    2.843437E-01    1.929485E-01    0.000000E+00    1.894805E-01    2.781367E-01    2.781614E-01    1.894345E-01    0.000000E+00    1.923035E-01    2.832689E-01    2.839752E-01    1.936130E-01    0.000000E+00    1.822036E-01    3.085410E-01
